No,English,Japanese,Chapter
2837,plastic,プラスチック(の)、ビニール（の）,15
2838,plate,皿、（1人分の）料理、板、（地球表面の）プレート,15
2839,platform,プラットフォーム、演壇、舞台,15
2840,plausible,もっともらしい、妥当な,15
2841,playground,遊び場、運動場、行楽地、活動領域,15
2842,playwright,脚本家、劇作家,15
2843,plead,懇願する、嘆願する、と懇願する、（事件を）争う,15
2844,pleasant,楽しい、心地よい,15
2845,please,喜ばせる、満足させる、好む、欲する,15
2846,pleasure,楽しみ,15
2847,pledge,誓う、約束する、与えることを約束する、約束、誓約,15
2848,plenty,たくさん、たくさんの～（of）,15
2849,plight,窮状、（悪い）状態,15
2850,plot,(物語などの)筋、たくらみ、（土地の）小区画,15
2851,plow,（耕作用の）すき,15
2852,plug,プラグを電源に差し込む、ふさぐ,15
2853,plunder,略奪する、強奪する,15
2854,plunge,突進する、急に下り坂になる、突入、急な下落,15
2855,poem,(１遍の)詩,15
2856,poet,詩人,15
2857,poetry,詩,15
2858,point,要点、（位置、時間上の）点、瞬間、目的,15
2859,poison,毒（物）,15
2860,poke,突く、突っ込む、突き出す、せっかいをやく、つつくこと,15
2861,polar,極地の、電極の,15
2862,pole,棒、（地球・天体の）極,15
2863,police,警察,15
2864,policy,政策、方針、（個人の）主義,15
2865,polish,（物・技量）を磨く,15
2866,polite,礼儀正しい、丁寧な、上品な、上流の,15
2867,political,政治の、政治的な、政治に関する,15
2868,politics,政治、政治学,15
2869,poll,世論調査、（the）投票、投票する,15
2870,pollen,花粉,15
2871,pollute,汚染する,15
2872,pollution,汚染、公害,15
2873,pond,池,15
2874,ponder,熟考する、考えをめぐらせる,15
2875,poor,貧しい、粗末な、かわいそうな,15
2876,pop,飛び出る、ポンと置く（外す）、ポピュラーな,15
2877,popular,人気のある、大衆的な、一般の、国民の,15
2878,popularity,人気、流行,15
2879,populate,に住む、の住民である、に人を住まわせる,15
2880,population,人口、（the）全住民、全個体数,15
2881,port,港（町）,15
2882,portable,持ち運びできる、携帯用,15
2883,portion,部分、1人前、割り当て,15
2884,portrait,肖像画、描写,15
2885,portray,(人物・風景など)を描く、（言葉で）を描写する,15
2886,pose,（問題など）を提起する、ポーズをとる,15
2887,position,位置、場所、立場、形勢、地位、姿勢、勤め口、職,15
2888,positive,肯定的な、積極的な、確信して、陽性の,15
2889,possess,持っている、とりつく,15
2890,possible,あり得る、（事が）可能な,15
2891,possibly,ひょっとすると、[否定文で]どうしても～できない,15
2892,post,投函する、郵便（制度）、地位、柱,15
2893,posterior,(～より)後の(to～),15
2894,posterity,後世（の人々）、子孫,15
2895,postpone,延期する,15
2896,posture,姿勢、態度,15
2897,postwar,戦後の,15
2898,potent,有力な、影響〔説得〕力のある,15
2899,potential,可能な、潜在的な、能性がある、可能性、潜在能力,15
2900,pound,ポンド（重量の単位、イギリスの通貨単位）,15
2901,pour,注ぐ、どしゃ降りに降る、流れ出る,15
2902,poverty,貧困、不足、不毛,15
2903,power,力、能力、権力、強国、エネルギー,15
2904,practical,"実用的な, 現実的な",15
2905,practically,ほとんど、実際的に、事実上,15
2906,practice,実行、練習、慣例、（医師や弁護士などの）業務,15
2907,pragmatic,現実的な、実用的な、実用主義の,15
2908,prairie,大草原,15
2909,praise,賞賛する,15
2910,pray,祈る,15
2911,preach,説教する,15
2912,preacher,説教者、牧師,15
2913,precaution,用心,15
2914,precede,先行する、優先する、前に置く,15
2915,precious,貴重な、高価な,15
2916,precise,正確な、精密な、まさにその,15
2917,precisely,正確に、まさに、ちょうど,15
2918,predator,捕食動物、略奪者,15
2919,predecessor,前任者、前のもの,15
2920,predict,予言する、予測する,15
2921,predominantly,主に,15
2922,preface,序文、前置き,15
2923,prefecture,（日本の）県、府、（フランスなどの）県,15
2924,prefer,～を好む、～が好きだ,15
2925,prefix,接頭辞,15
2926,pregnant,妊娠している、意味深長な、含蓄のある,15
2927,prehistoric,有史以前の、旧式な,15
2928,prejudice,偏見,15
2929,preliminary,予備の、準備の,15
2930,premier,首相,15
2931,premise,前提、〔～s〕（建物を含めた）構内、敷地,15
2932,premium,保険料、プレミア、景品,15
2933,preoccupation,最大の関心事、没頭、夢中（にさせるもの）、先入観,15
2934,preoccupied,夢中になった、心を奪われている,15
2935,preoccupy,～の心を奪う、～を夢中にさせる,15
2936,preparation,準備,15
2937,prepare,用意する、心構えをさせる、訓練する、覚悟する,15
2938,prescribe,処方する、指示する、規定する,15
2939,prescription,処方(箋)、命令、規定,15
2940,presence,存在、出席、面前,15
2941,present,現在の、出席して、贈り物、発表する、贈る,15
2942,preserve,保存する、保つ、保護する,15
2943,president,社長、会長、学長、大統領,15
2944,press,押す、押し付ける（こと）、新聞、報道陣,15
2945,pressing,差し迫った,15
2946,pressure,圧力、重圧,15
2947,prestige,名声、〔形容詞的に〕名声のある,15
2948,presumably,おそらく、思うには,15
2949,presume,と思う、と推定する、を前提とする,15
2950,presumption,（十分な根拠に基づく）想定、仮定、前提、確信,15
2951,pretend,～のふりをする、（～ということ）を装う,15
2952,pretty,かなり、かわいらしい,15
2953,prevail,普及する、（提案、原理などが）打ち勝つ,15
2954,prevent,防ぐ、(～が…するの）を妨げる,15
2955,previous,以前の、前回の,15
2956,prewar,戦前の、戦前には,15
2957,prey,(動物の)獲物、餌食、捕食する（on）,15
2958,price,（品物の）値段、（複数）物価、代償,15
2959,priceless,金では買えない、とても貴重な,15
2960,pride,誇り、自尊心、自慢する,15
2961,priest,聖職者、僧侶,15
2962,primary,最も重要な、第一の、初等（教育）の,15
2963,primate,霊長類の動物,15
2964,prime,主要な、最も重要な、最適な、極上の,15
2965,primitive,原始的な、原始（時代）の,15
2966,principal,主要な、校長、主役,15
2967,principle,主義、方針、（自然の）原理、原則,15
2968,print,印刷する、出版する、印刷（物）,15
2969,prior,前の、優先的な,15
2970,priority,優先（事項）,15
2971,prison,刑務所、拘留所,15
2972,private,個人の、内密の、民間の,15
2973,privilege,特権、特典、名誉、～に特権を与える,15
2974,prize,賞（品）、貴重なもの,15
2975,probable,十分にありそうな,15
2976,probably,おそらく,15
2977,probe,宇宙探査機、精査、探り針,15
2978,procedure,手続き、（一連の）措置,15
2979,proceed,進む、取りかかる、次に～する,15
2980,process,過程、工程、方法、手順、経過、進展,15
2981,proclaim,～を宣言する、～を（…だとはっきり）示す,15
2982,produce,製造する、生産する、提出する,15
2983,profession,職業、専門職、同業者仲間,15
2984,professor,教授,15
2985,proficiency,熟達、技量,15
2986,proficient,熟達した、堪能な,15
2987,profile,の概略を示す、輪郭、横顔、プロフィール,15
2988,profit,利益、利益を得る（になる）,15
2989,profound,深い、重大な,15
2990,progress,前進する、進歩する、進歩、前進,15
2991,prohibit,禁止する、妨げる,15
2992,project,企画、事業、学習課題、計画する、映し出す、見積もる,15
2993,proliferate,急増する、繁殖する,15
2994,prolong,（時間・期間など）を延長する,15
2995,prominent,卓越した、目立った、（物理的に）突き出した,15
2996,promise,約束する、約束、見込み,15
2997,promising,前途有望な,15
2998,promote,促進する、奨励する、昇進させる,15
2999,prompt,刺激する、即座の、機敏な,15
3000,prone,～しがちである、～をこうむりがちである,15
3001,pronounce,発音する、断言する、宣言する,16
3002,proof,証拠,16
3003,proper,適切な、正式の、主要な、固有の,16
3004,property,財産、所有物、特性,16
3005,prophecy,予言（すること）、予知能力,16
3006,prophet,預言者,16
3007,proportion,割合、比例、つりあい、部分,16
3008,propose,提案する、もくろむ、結婚を申し込む,16
3009,propriety,正当性、適当、礼儀,16
3010,prose,散文(体),16
3011,prospect,候補者、見込み、将来性、可能性,16
3012,prosper,栄える、成功する、繁殖する,16
3013,prosperity,繁栄,16
3014,protect,保護する、守る,16
3015,protein,タンパク質,16
3016,protest,抗議、主張、に抗議する、を主張する、抗議する,16
3017,Protestant,プロテスタントの； 新教徒,16
3018,protocol,（条約）議定書、外交儀礼、プロトコル,16
3019,proud,誇りを持って、（～を）誇って、（～を）自慢して,16
3020,prove,証明する、 ～であると分かる,16
3021,proverb,ことわざ,16
3022,provide,"提供する、養う（for）、備える（for, against）",16
3023,province,州、省、県、地方、分野,16
3024,provoke,怒らせる、(感情などを）起こさせる、駆り立てる,16
3025,proximity,近いこと,16
3026,prudent,分別のある、用心深い,16
3027,psychiatric,精神医学の,16
3028,psychiatrist,精神科医,16
3029,psychologist,心理学者,16
3030,psychology,心理学、心理（状態）、心理作戦,16
3031,pub,居酒屋,16
3032,public,公の、公衆の、公開の,16
3033,publicity,宣伝、広告,16
3034,publicize,公表する、宣伝する,16
3035,publish,発表する、出版する,16
3036,pull,引く、車を寄せる,16
3037,pulse,脈拍,16
3038,pump,排出する、（ポンプで）くみ上げる、ポンプ,16
3039,punctual,時間を厳守する、時間に正確な（for）,16
3040,punish,罰する、に損傷を与える,16
3041,punitive,刑罰の、罰する,16
3042,pupil,瞳、生徒、弟子,16
3043,purchase,（大きな物・高額な物）を買う、購入（品）,16
3044,pure,純粋な、潔白な、まったくの,16
3045,purpose,目的（of）,16
3046,purr,ゴロゴロのどを鳴らす、ゴロゴロいう音,16
3047,purse,財布、ハンドバッグ,16
3048,pursue,追跡する、追求する、従事する,16
3049,pursuit,仕事、追跡、追求,16
3050,puzzle,困らせる、わからないこと、パズル,16
3051,quake,震える、おののく、振動する、地震、震え,16
3052,qualify,（人）に資格を与える、資格がある,16
3053,quality,質、特質,16
3054,quantity,量、分量,16
3055,quarrel,口論、口喧嘩、口論する,16
3056,quarter,1/4、15分、25セント、四半期、場所,16
3057,quest,探索、探究(物)、捜し求める,16
3058,questionnaire,アンケート（用紙）,16
3059,queue,列、行列、待ち行列、列を作る,16
3060,quick,素早い,16
3061,quit,（仕事など）をやめる,16
3062,quite,かなり、まったく,16
3063,quiver,おののく、(細かく)震える、を震わせる,16
3064,quote,引用する、引き合いに出す,16
3065,race,人種、民族、人類、競争、急ぐこと、大急ぎでやる,16
3066,racial,人種の、民族の,16
3067,radiation,放射（線）,16
3068,radical,根本的な、急進的な、過激な,16
3069,radically,根本的に、過激に,16
3070,radioactive,放射性の,16
3071,rag,ぼろ,16
3072,rage,激怒、猛威、熱狂、激怒する、猛威を振るう,16
3073,raid,急襲,16
3074,railroad,鉄壁道(線路),16
3075,railway,鉄壁道,16
3076,rainforest,（熱帯）雨林,16
3077,raise,育てる、上げる、提起する、集める,16
3078,rally,元気づける、復興する、（人）を集める、集会,16
